[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:07:54.764967', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:35.939688', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:37.288150', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:38.601832', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:39.920178', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:41.245422', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:42.563552', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:43.874188', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:45.179524', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:46.518199', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:47.838376', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:49.151742', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:50.469970', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:51.791781', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:53.129170', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:54.446208', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:55.764138', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:09:59.446062', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:00.777321', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:02.083655', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:03.426970', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:04.742593', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:06.052227', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:07.365411', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:08.670037', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:09.984864', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:11.308100', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:12.629268', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:13.949369', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:15.263510', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:16.579633', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:17.891424', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:19.219090', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:20.528207', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:21.847434', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:23.154637', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:24.642522', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:25.950595', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:27.269963', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:28.580068', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:29.900501', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:31.219356', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:32.529818', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:33.847895', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:35.152662', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:36.464302', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:37.779345', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:39.091666', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:40.407825', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:41.720918', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:43.024466', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:44.334677', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:45.648552', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:46.952789', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:48.256835', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:49.566863', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:50.950956', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:52.256798', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:53.565120', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:54.875489', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:56.218194', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:57.530251', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:10:58.865768', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:00.173417', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:01.489245', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:02.808341', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:04.115638', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:05.546527', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:06.852499', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:08.154665', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:09.469829', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:11.066986', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:12.378752', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:13.692450', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:15.227456', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:16.575712', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:17.882173', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:19.194618', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:20.507812', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:21.825531', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:23.134885', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:24.445842', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:25.756437', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:27.073370', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:28.378189', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:29.708820', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:31.025300', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:32.431749', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:33.758103', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:35.067127', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:36.380183', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:37.739009', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:39.049529', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:40.358211', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:41.674954', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:43.009484', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:44.321273', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:45.630670', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:46.952599', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:48.268488', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:49.577424', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:50.910596', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:52.223599', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:53.555882', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:54.874890', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:56.192814', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:57.512274', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:11:58.832624', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:00.146981', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:01.501784', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:02.816685', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:04.152431', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:05.461360', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:06.772896', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:08.075036', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:09.418319', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:10.733953', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:12.275868', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:13.581742', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
[PUBSUB] Published: {'id': 0, 'ts': '2025-08-12T07:12:14.938553', 'type': 'demo', 'payload': {'message': 'pubsub-event-0'}}
